"player","name","week","position","team","opponent","fantasy_points","fantasy_points_rank","pass_attempts","completions","passing_yards","air_yards_pass","passing_touchdowns","interceptions","carries","rushing_yards","rushing_touchdowns","targets","target_share","receptions","receiving_yards","air_yards","receiving_touchdowns","total_touches","total_yards","snaps","snap_share","pass_snaps","run_snaps","red_zone_snaps","play_action_snaps","snaps_in_motion","shotgun_snaps","backfield_snaps","slot_snaps","inline_snaps","snaps_out_wide","routes_run","primary_corner","hog_rate","contested_targets","contested_catches","catchable_targets","drops","deep_ball_attempts","deep_ball_completions","throws_under_duress","qb_seconds_to_throw","oline_hurries","batted_throws","money_throws","danger_plays","qb_throw_aways","sacks_taken","interceptable_passes","catchable_passes","yards_created","yards_created_rushing","yards_created_receiving","yards_blocked","evaded_tackles","defenders_in_box","defenders_in_box_pass_snaps","defenders_in_box_run_snaps","defenders_in_box_red_zone_snaps","passing_first_downs","rushing_first_downs","receiving_first_downs","red_zone_passes","red_zone_completions","red_zone_carries","red_zone_targets","goal_line_passes","goal_line_carries","goal_line_targets","end_zone_targets","first_down_targets","second_down_targets","third_down_targets","fourth_down_targets","first_down_receiving_yards","second_down_receiving_yards","third_down_receiving_yards","fourth_down_receiving_yards","first_down_throws","second_down_throws","third_down_throws","fourth_down_throws","first_down_passing_yards","second_down_passing_yards","third_down_passing_yards","fourth_down_passing_yards","first_down_carries","second_down_carries","third_down_carries","fourth_down_carries","first_down_rushing_yards","second_down_rushing_yards","third_down_rushing_yards","fourth_down_rushing_yards","carries_left","carries_middle","carries_right","carries_inside","carries_outside","targets_left","targets_middle","targets_right"
"00-0033955","Jeremy McNichols",3,"RB","WAS","LV",13.8,17,0,0,0,0,0,0,4,78,1,0,0,0,0,0,0,4,78,13,22.807,5,7,1,,,13,8,5,,,4,"JA-0150",0,,,,,0,0,,,,,,,,,,,74,74,,4,5,5.92,5.6,6.14,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,11,60,7,,1,3,,3,1,,,
"00-0033854","Dare Ogunbowale",3,"RB",,"JAX",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039796","Rasheen Ali",3,"RB",,"DET",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038951","Sean Tucker",3,"RB",,"NYJ",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038555","Tank Bigsby",3,"RB",,"LAR",0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0035500","Greg Dortch",3,"WR","ARI","SF",2.8,91,0,0,0,0,0,0,1,5,0,2,5.8824,2,3,-5,0,3,8,16,24.2424,11,5,1,2,7,16,4,8,,4,11,"US-2501",12.5,0,0,2,,0,0,,,,,,,,,,,6,4,2,2,0,6.31,6.45,6,6,,,,,,1,,,,,,2,,,,3,,,,,,,,,,,,1,,,,5,,,,1,,,,1,,,2
"00-0039849","Marvin Harrison Jr.",3,"WR","ARI","SF",7.4,51,0,0,0,0,0,0,0,0,0,6,17.6471,3,44,90,0,6,44,54,81.8182,35,18,2,9,1,47,,7,,47,38,"DL-8383",11.1111,1,1,4,1,2,1,,,,,,,,,,,4,,4,40,0,6.25,6.37,6,6,,,2,,,,,,,,,4,1,1,,38,0,6,,,,,,,,,,,,,,,,,,,,,,,4,,2
"00-0038559","Michael Wilson",3,"WR","ARI","SF",1.5,112,0,0,0,0,0,0,0,0,0,2,5.8824,1,5,17,0,2,5,47,71.2121,27,19,3,6,5,41,,19,,28,30,"DL-8383",4.2553,0,0,1,,0,0,,,,,,,,,,,0,,0,5,1,6.11,6.26,5.89,6,,,1,,,,,,,,,,1,,1,,0,,5,,,,,,,,,,,,,,,,,,,,,,2,,
"00-0033891","Zay Jones",3,"WR","ARI","SF",4.5,74,0,0,0,0,0,0,0,0,0,3,8.8235,2,25,37,0,3,25,34,51.5152,21,11,2,5,2,28,,8,,26,22,"RG-2401",8.8235,1,0,3,,0,0,,,,,,,,,,,2,,2,16,0,6.03,6.05,6,6,,,1,,,,,,,,,1,,2,,7,,18,,,,,,,,,,,,,,,,,,,,,,,1,1,1
"00-0036309","Darnell Mooney",3,"WR","ATL","CAR",8.4,43,0,0,0,0,0,0,0,0,0,11,26.8293,4,44,125,0,11,44,59,89.3939,37,22,0,5,9,58,,14,,45,39,"JH-1797",18.6441,0,0,5,,3,1,,,,,,,,,,,6,,6,33,0,5.76,5.62,6,,,,3,,,,,,,,,2,3,5,1,0,7,37,0,,,,,,,,,,,,,,,,,,,,,,6,1,4
"00-0035359","David Sills V",3,"WR","ATL","CAR",1.9,105,0,0,0,0,0,0,0,0,0,2,4.878,1,9,36,0,2,9,25,37.8788,16,9,0,,2,25,,18,,7,16,"CS-2404",8,0,0,1,,1,0,,,,,,,,,,,0,,0,9,0,5.68,5.56,5.89,,,,,,,,,,,,,1,1,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,1,1,
"00-0037238","Drake London",3,"WR","ATL","CAR",10.5,35,0,0,0,0,0,0,0,0,0,8,19.5122,5,55,101,0,8,55,58,87.8788,42,16,0,6,3,57,,10,,48,41,"MJ-9200",13.7931,0,0,5,,2,0,,,,,,,,,,,7,,7,37,1,5.74,5.64,6,,,,2,,,,,,,,,4,3,1,,27,28,0,,,,,,,,,,,,,,,,,,,,,,,4,,4
"00-0034854","KhaDarel Hodge",3,"WR","ATL","CAR",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5152,1,0,0,,,1,,0,,1,1,"JH-1797",0,,,,,0,0,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0034407","Ray-Ray McCloud III",3,"WR","ATL","CAR",4,81,0,0,0,0,0,0,0,0,0,5,12.1951,2,20,33,0,5,20,46,69.697,28,18,0,5,6,45,3,24,,19,28,"MJ-9200",10.8696,0,0,2,,0,0,,,,,,,,,,,8,,8,12,1,5.7,5.57,5.89,,,,1,,,,,,,,,1,,2,2,12,,8,0,,,,,,,,,,,,,,,,,,,,,,4,1,
"00-0030564","DeAndre Hopkins",3,"WR","BAL","DET",2.3,100,0,0,0,0,0,0,0,0,0,2,7.1429,1,13,24,0,2,13,14,24.5614,7,6,2,,,13,,2,,12,8,"TA-2401",14.2857,0,0,1,,0,0,,,,,,,,,,,0,,0,13,0,6.23,5.71,6.83,6,,,1,,,,,,,,,1,1,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,2,,
"00-0039792","Devontez Walker",3,"WR","BAL","DET",4.4,77,0,0,0,0,0,0,0,0,0,1,3.5714,1,34,32,0,1,34,7,12.2807,6,1,0,2,1,7,,2,,5,6,"TA-2401",14.2857,0,0,1,,1,1,,,,,,,,,,,0,,0,34,0,5.86,5.67,7,,,,1,,,,,,,,,1,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0036550","Rashod Bateman",3,"WR","BAL","DET",17.3,17,0,0,0,0,0,0,0,0,0,7,25,5,63,95,1,7,63,34,59.6491,24,7,9,6,,27,,1,,33,26,"TA-2401",20.5882,0,0,5,,1,0,,,,,,,,,,,2,,2,44,0,6.1,6,6.43,6.83,,,4,,,,1,,,1,1,3,1,3,,17,16,30,,,,,,,,,,,,,,,,,,,,,,,4,2,1
"00-0036630","Tylan Wallace",3,"WR","BAL","DET",0,120,0,0,0,0,0,0,0,0,0,1,3.5714,0,0,10,0,1,0,32,56.1404,21,9,8,4,2,22,,18,,14,23,"AR-1111",3.125,1,,0,,0,0,,,,,,,,,,,,,,,0,6.3,6.1,6.78,6.83,,,,,,,1,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0039064","Zay Flowers",3,"WR","BAL","DET",3.3,88,0,0,0,0,0,0,0,0,0,3,10.7143,2,13,9,0,3,13,49,85.9649,33,13,10,9,10,38,2,22,,25,35,"DR-0750",6.1224,0,0,2,,0,0,,,,,,,,,,,2,,2,11,0,6.28,6.09,6.77,6.86,,,,,,,,,,,,1,1,1,,7,0,6,,,,,,,,,,,,,,,,,,,,,,,1,1,1
"00-0036980","Elijah Moore",3,"WR","BUF","MIA",6.1,61,0,0,0,0,0,0,1,11,0,3,11.1111,2,30,7,0,4,41,14,23.3333,8,5,3,2,4,9,,2,,12,8,"JJ-0111",21.4286,1,0,3,,0,0,,,,,,,,,,,11,2,9,30,1,6.77,6.75,6.8,6.33,,1,1,,,,,,,,,,2,1,,,30,0,,,,,,,,,,,1,,,,11,,,,,1,,1,2,1,
"00-0036988","Joshua Palmer",3,"WR","BUF","MIA",1.5,112,0,0,0,0,0,0,0,0,0,1,3.7037,1,5,5,0,1,5,26,43.3333,14,11,3,1,10,19,2,11,,13,14,"RD-1550",3.8462,0,0,1,,0,0,,,,,,,,,,,0,,0,5,0,6.36,6.5,6.18,6,,,,,,,1,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0039901","Keon Coleman",3,"WR","BUF","MIA",5,69,0,0,0,0,0,0,0,0,0,4,14.8148,3,20,13,0,4,20,45,75,26,17,10,6,,31,,5,,40,25,"RD-1550",8.8889,1,1,4,1,0,0,,,,,,,,,,,0,,0,20,0,6.72,6.92,6.41,7,,,1,,,,1,,,,,,3,1,,,16,4,,,,,,,,,,,,,,,,,,,,,,,3,,1
"00-0037261","Khalil Shakir",3,"WR","BUF","MIA",14.5,25,0,0,0,0,0,0,0,0,0,4,14.8148,4,45,0,1,4,45,42,70,24,16,9,4,8,31,3,22,,17,25,"JJ-0111",9.5238,0,0,4,,0,0,,,,,,,,,,,13,,13,32,1,6.62,6.71,6.5,6.44,,,2,,,,2,,,,,2,2,,,21,24,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
"00-0038679","Tyrell Shavers",3,"WR","BUF","MIA",4.4,77,0,0,0,0,0,0,0,0,0,2,7.4074,2,24,8,0,2,24,11,18.3333,5,6,5,2,2,5,,2,2,7,4,"RD-1550",18.1818,0,0,2,,0,0,,,,,,,,,,,0,,0,17,0,6.82,7.6,6.17,7.2,,,2,,,,,,,,,,,2,,,,24,,,,,,,,,,,,,,,,,,,,,,,,1,1
"00-0038840","Brycen Tremayne",3,"WR","CAR","ATL",3.5,85,0,0,0,0,0,0,0,0,0,2,8.3333,2,15,9,0,2,15,17,29.8246,6,10,2,3,1,7,,14,,3,5,"BB-2502",11.7647,0,0,2,,0,0,,,,,,,,,,,2,,2,13,0,6,5.83,6.1,5.5,,,1,,,,,,,,,1,1,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0033589","David Moore",3,"WR","CAR","ATL",1.5,112,0,0,0,0,0,0,0,0,0,1,4.1667,1,5,5,0,1,5,55,96.4912,25,27,12,8,8,27,1,14,,40,27,"MH-3715",1.8182,0,0,1,,0,0,,,,,,,,,,,1,,1,4,0,6.21,6.04,6.37,6.17,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0034983","Hunter Renfrow",3,"WR","CAR","ATL",2.6,97,0,0,0,0,0,0,0,0,0,4,16.6667,2,6,23,0,4,6,15,26.3158,11,3,4,1,1,15,,13,,2,10,"BB-2502",26.6667,0,0,2,,0,0,,,,,,,,,,,4,,4,2,0,5.93,5.91,6,5.75,,,,,,,1,,,,,2,1,1,,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,1,3
"00-0040124","Tetairoa McMillan",3,"WR","CAR","ATL",7.8,47,0,0,0,0,0,0,0,0,0,8,33.3333,3,48,78,0,8,48,52,91.2281,24,25,12,7,2,25,,5,,47,25,"DA-0113",15.3846,0,0,3,,1,0,,,,,,,,,,,6,,6,42,0,6.27,6.04,6.48,6.42,,,3,,,,1,,,1,2,2,1,4,1,21,0,4,23,,,,,,,,,,,,,,,,,,,,,,2,3,3
"00-0034827","DJ Moore",3,"WR","CHI","DAL",12.8,29,0,0,0,0,0,0,3,7,0,5,17.8571,4,21,30,1,8,28,51,89.4737,26,23,10,10,3,26,6,15,,30,26,"KE-2396",9.8039,0,0,4,,0,0,,,,,,,,,,,7,7,0,17,0,5.86,5.62,6.13,5.6,,,1,,,,1,,,1,1,2,,2,1,5,,12,4,,,,,,,,,2,1,,,7,0,,,3,,,1,2,3,2,
"00-0040735","Luther Burden III",3,"WR","CHI","DAL",19.8,10,0,0,0,0,0,0,1,7,0,3,10.7143,3,101,64,1,4,108,15,26.3158,7,8,3,4,,6,,3,,12,8,"KE-2396",20,0,0,3,,2,2,,,,,,,,,,,8,6,2,35,1,6,5.86,6.12,6,,1,2,,,,1,,,,,2,,1,,94,,7,,,,,,,,,,,,1,,,,7,,1,,,,1,2,1,
"00-0035208","Olamide Zaccheaus",3,"WR","CHI","DAL",6.6,58,0,0,0,0,0,0,1,12,0,4,14.2857,3,24,13,0,5,36,35,61.4035,17,16,8,5,8,19,,22,,13,18,"RS-2402",11.4286,0,0,3,,0,0,,,,,,,,,,,8,8,0,28,1,5.91,5.71,6.12,6,,1,1,,,,1,,,,,,2,2,,,11,13,,,,,,,,,,1,,,,12,,,,,,1,,1,1,1,2
"00-0039919","Rome Odunze",3,"WR","CHI","DAL",15.2,20,0,0,0,0,0,0,0,0,0,7,25,3,62,79,1,7,62,52,91.2281,26,24,10,10,5,26,,12,,40,25,"TD-1350",13.4615,1,0,4,,1,1,,,,,,,,,,,4,,4,23,0,5.88,5.62,6.17,5.6,,,3,,,,1,,,,1,2,1,4,,14,0,48,,,,,,,,,,,,,,,,,,,,,,,3,,4
"00-0038619","Andrei Iosivas",3,"WR","CIN","MIN",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,62.5,16,17,1,2,3,27,,19,,16,14,"BM-3687",0,,,,,0,0,,,,,,,,,,,,,,,,6.15,5.94,6.35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038576","Charlie Jones",3,"WR","CIN","MIN",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.3571,3,0,0,2,1,1,,0,,3,3,"JO-0543",0,,,,,0,0,,,,,,,,,,,,,,,,6.33,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036900","Ja'Marr Chase",3,"WR","CIN","MIN",8.9,41,0,0,0,0,0,0,1,9,0,6,23.0769,5,50,30,0,7,59,48,85.7143,27,17,2,5,7,38,1,13,,34,27,"BM-3687",12.5,2,1,5,,1,1,,,,,,1,,,,,5,1,4,54,1,6.11,5.96,6.35,6,,,2,,,,,,,,,2,3,1,,6,44,0,,,,,,,,,,1,,,,9,,,,1,,,,1,2,1,3
"00-0038839","Mitchell Tinsley",3,"WR","CIN","MIN",0,120,0,0,0,0,0,0,0,0,0,1,3.8462,0,0,0,0,1,0,7,12.5,3,4,0,1,2,3,,2,1,4,2,"IR-0500",14.2857,0,,0,,0,0,,,,,,,,,,,,,,,0,6.43,6.33,6.5,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0036410","Tee Higgins",3,"WR","CIN","MIN",2.5,99,0,0,0,0,0,0,0,0,0,2,7.6923,1,15,39,0,2,15,46,82.1429,27,15,3,6,2,37,,7,,39,26,"IR-0500",4.3478,1,0,1,,1,0,,,,,,,,,,,0,,0,15,1,6.12,5.96,6.4,6.5,,,1,,,,,,,,1,,,2,,,,15,,,,,,,,,,,,,,,,,,,,,,,1,1,
"00-0038979","Cedric Tillman",3,"WR","CLE","GB",5.6,62,0,0,0,0,0,0,0,0,0,3,9.375,3,26,23,0,3,26,48,73.8462,28,13,9,1,6,35,,15,,33,27,"KN-0350",6.25,0,0,3,,0,0,,,,,,,,,,,1,,1,25,0,6.12,5.96,6.46,6.17,,,3,,,,,,,,,,2,1,,,17,9,,,,,,,,,,,,,,,,,,,,,,,1,,2
"00-0040782","Isaiah Bond",3,"WR","CLE","GB",3.6,83,0,0,0,0,0,0,0,0,0,4,12.5,2,16,66,0,4,16,44,67.6923,23,16,6,7,12,24,4,22,,18,23,"JB-2409",9.0909,1,1,2,,2,0,,,,,,,,,,,0,,0,16,0,6.28,6.13,6.5,6.2,,,,,,,,,,,,1,1,2,,-1,17,0,,,,,,,,,,,,,,,,,,,,,,,2,2,
"00-0039379","Jamari Thrash",3,"WR","CLE","GB",2.7,93,0,0,0,0,0,0,0,0,0,3,9.375,2,7,30,0,3,7,10,15.3846,8,1,0,,,9,,6,,4,8,"KN-0350",30,1,1,2,,1,0,,,,,,,,,,,0,,0,7,0,6.22,6.25,6,,,,,,,,,,,,,1,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,2,,1
"00-0036407","Jerry Jeudy",3,"WR","CLE","GB",2.7,93,0,0,0,0,0,0,0,0,0,5,15.625,1,17,90,0,5,17,55,84.6154,33,15,9,5,5,39,,10,,45,33,"KN-0350",9.0909,2,0,1,,2,0,,,,,,,,,,,0,,0,17,0,6.19,6.09,6.4,6.17,,,1,,,,,,,,,1,2,1,1,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,3,1,1
"00-0036358","CeeDee Lamb",3,"WR","DAL","CHI",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8.2192,3,3,1,3,4,4,,2,,4,3,"TE-0012",0,,,,,0,0,,,,,,,,,,,,,,,,6.5,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0037247","George Pickens",3,"WR","DAL","CHI",17.8,16,0,0,0,0,0,0,0,0,0,9,20.4545,5,68,76,1,9,68,60,82.1918,40,15,11,14,3,44,,2,,58,39,"NW-9047",15,0,0,7,1,0,0,,,,,,,,,,,4,,4,62,1,6.02,5.85,6.47,5.78,,,4,,,,3,,,2,2,4,2,3,,40,23,5,,,,,,,,,,,,,,,,,,,,,,,5,1,3
"00-0037666","Jalen Tolbert",3,"WR","DAL","CHI",7.4,51,0,0,0,0,0,0,0,0,0,6,13.6364,3,24,40,0,6,24,64,87.6712,42,16,14,14,8,47,1,18,,45,41,"TS-0230",9.375,1,0,4,,0,0,,,,,,,,,,,0,,0,24,0,5.95,5.76,6.44,5.82,,,3,,,,2,,,1,2,1,1,2,2,0,0,18,6,,,,,,,,,,,,,,,,,,,,,,3,1,2
"00-0037801","KaVontae Turpin",3,"WR","DAL","CHI",8.8,42,0,0,0,0,0,0,1,4,0,3,6.8182,2,64,73,0,4,68,48,65.7534,33,10,13,9,7,38,2,36,,10,32,"NM-0114",6.25,1,1,2,,2,2,,,,,,,,,,,3,3,0,28,0,5.91,5.82,6.2,5.7,,,2,,,,1,,,,1,2,,1,,64,,0,,,,,,,,,,1,,,,4,,,,1,,,,1,1,1,1
"00-0039410","Ryan Flournoy",3,"WR","DAL","CHI",4.1,79,0,0,0,0,0,0,0,0,0,3,6.8182,2,21,25,0,3,21,24,32.8767,18,4,7,5,2,22,,6,,18,17,"NW-9047",12.5,1,0,2,,0,0,,,,,,,,,,,0,,0,21,0,5.95,5.94,6,5.83,,,1,,,,,,,,,,1,1,1,,11,0,10,,,,,,,,,,,,,,,,,,,,,,1,1,1
"00-0034348","Courtland Sutton",3,"WR","DEN","LAC",23.8,3,0,0,0,0,0,0,0,0,0,8,34.7826,6,118,146,1,8,118,42,82.3529,27,12,5,6,1,35,,7,,35,31,"BS-3910",19.0476,0,0,6,,2,1,,,,,,,,,,,0,,0,66,0,1.03,0,3.33,2.75,,,5,,,,,,,,,2,,4,2,21,,23,74,,,,,,,,,,,,,,,,,,,,,,4,2,2
"00-0038976","Marvin Mims Jr.",3,"WR","DEN","LAC",1.4,116,0,0,0,0,0,0,0,0,0,4,17.3913,1,4,88,0,4,4,23,45.098,16,6,2,3,2,22,2,7,,14,19,"DJ-0575",17.3913,0,0,1,,2,0,,,,,,,,,,,1,,1,3,0,0.82,0,3,6,,,,,,,,,,,1,1,1,2,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,2,,2
"00-0040134","Pat Bryant",3,"WR","DEN","LAC",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23.5294,2,9,1,,,10,,1,,11,2,"DJ-0575",0,,,,,0,0,,,,,,,,,,,,,,,,4.73,0,5.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0034487","Trent Sherfield Sr.",3,"WR","DEN","LAC",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45.098,9,12,1,1,,18,,9,,14,9,"DJ-0575",0,,,,,0,0,,,,,,,,,,,,,,,,3,0,5.25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039868","Troy Franklin",3,"WR","DEN","LAC",2.8,91,0,0,0,0,0,0,0,0,0,4,17.3913,2,8,12,0,4,8,41,80.3922,25,14,5,5,6,36,,27,,14,29,"TS-2402",9.7561,1,0,2,,0,0,,,,,,,,,,,1,,1,7,2,1.36,0,3.79,2.75,,,,,,,1,,,,,1,2,1,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1
"00-0036963","Amon-Ra St. Brown",3,"WR","DET","BAL",20.7,7,0,0,0,0,0,0,0,0,0,8,30.7692,7,77,79,1,8,77,57,85.0746,28,27,15,5,14,29,2,33,,22,28,"MH-3742",14.0351,3,3,7,,0,0,,,,,,,,,,,2,,2,57,2,6.13,5.89,6.37,6.29,,,5,,,,2,,,,1,3,1,2,2,35,3,12,27,,,,,,,,,,,,,,,,,,,,,,2,2,4
"00-0040669","Isaac TeSlaa",3,"WR","DET","BAL",0,120,0,0,0,0,0,0,0,0,0,2,7.6923,0,0,31,0,2,0,14,20.8955,11,2,1,1,2,8,1,3,,10,9,"NW-2401",14.2857,0,,0,,0,0,,,,,,,,,,,,,,,0,6.15,6.18,6,5,,,,,,,,,,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0037240","Jameson Williams",3,"WR","DET","BAL",6.3,59,0,0,0,0,0,0,0,0,0,3,11.5385,2,43,54,0,3,43,62,92.5373,26,34,15,5,2,28,,4,,58,27,"CA-1350",4.8387,0,0,2,,1,1,,,,,,,,,,,0,,0,43,1,6.15,5.85,6.38,6.21,,,2,,,,,,,,,1,1,1,,0,24,19,,,,,,,,,,,,,,,,,,,,,,,,2,1
"00-0032464","Kalif Raymond",3,"WR","DET","BAL",1.4,116,0,0,0,0,0,0,0,0,0,2,7.6923,1,4,9,0,2,4,33,49.2537,14,19,12,,8,18,,7,,26,12,"NW-2401",6.0606,0,0,1,,0,0,,,,,,,,,,,0,,0,4,0,5.97,5.5,6.32,6.25,,,,,,,,,,,,1,,1,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,2
"00-0038393","Dontayvion Wicks",3,"WR","GB","CLE",4.1,79,0,0,0,0,0,0,0,0,0,4,16,2,21,23,0,4,21,45,70.3125,21,20,2,4,4,33,,33,,12,20,"MH-2401",8.8889,0,0,2,,0,0,,,,,,,,,,,1,,1,15,1,6.37,6.14,6.6,5.5,,,1,,,,1,,,,,,1,3,,,5,16,,,,,,,,,,,,,,,,,,,,,,,2,1,1
"00-0038465","Malik Heath",3,"WR","GB","CLE",0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,4,12,3,3,5,6,,1,7,8,5,"DW-0850",0,,,,,0,0,,,,,,,,,,,,,,,,6.81,7,6.75,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040667","Matthew Golden",3,"WR","GB","CLE",10.1,37,0,0,0,0,0,0,3,9,0,4,16,4,52,34,0,7,61,45,70.3125,26,15,4,6,8,33,4,12,1,28,24,"DW-0850",8.8889,0,0,4,,1,1,,,,,,,,,,,16,14,2,11,3,6.39,6.31,6.53,6.5,,,1,,,,,,,,,1,2,1,,8,10,34,,,,,,,,,,1,2,,,4,5,,,2,,1,,3,2,,2
"00-0037816","Romeo Doubs",3,"WR","GB","CLE",4.5,74,0,0,0,0,0,0,0,0,0,2,8,2,25,10,0,2,25,57,89.0625,29,24,5,7,2,38,,7,,50,27,"GN-9454",3.5088,0,0,2,,0,0,,,,,,,,,,,4,,4,21,1,6.45,6.34,6.58,6.6,,,2,,,,,,,,,,,2,,,,25,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0040009","Savion Williams",3,"WR","GB","CLE",-0.1,166,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,2,-1,6,9.375,3,3,0,,,6,2,0,2,,2,"",0,,,,,0,0,,,,,,,,,,,6,6,,-7,1,6.75,6.67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,-3,2,,,,,2,,2,,,
"00-0034775","Christian Kirk",3,"WR","HOU","JAX",5.5,63,0,0,0,0,0,0,0,0,0,8,22.2222,3,25,98,0,8,25,39,65,29,8,3,3,8,33,,28,,11,30,"JL-1825",20.5128,0,0,4,1,3,0,,,,,,,,,,,12,,12,13,2,5.86,5.83,6,6,,,2,,,,,,,,,1,3,3,1,0,11,1,13,,,,,,,,,,,,,,,,,,,,,,4,2,2
"00-0040130","Jayden Higgins",3,"WR","HOU","JAX",1.5,112,0,0,0,0,0,0,0,0,0,1,2.7778,1,5,5,0,1,5,29,48.3333,17,11,0,4,2,18,,7,,22,15,"JL-1825",3.4483,0,0,1,,0,0,,,,,,,,,,,0,,0,5,0,6.29,6,6.73,,,,1,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0040138","Jaylin Noel",3,"WR","HOU","JAX",1.4,116,0,0,0,0,0,0,0,0,0,1,2.7778,1,4,-4,0,1,4,9,15,7,2,0,1,2,9,,5,,4,8,"JL-1825",11.1111,0,0,1,,0,0,,,,,,,,,,,0,,0,4,0,5.78,5.71,6,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0036554","Nico Collins",3,"WR","HOU","JAX",22.4,6,0,0,0,0,0,0,0,0,0,11,30.5556,8,104,139,1,11,104,53,88.3333,34,16,4,8,3,36,1,8,,44,35,"TC-1765",20.7547,1,0,9,1,3,1,,,,,,1,,,,,8,,8,46,1,6.04,5.88,6.38,6,,,4,,,,,,,,,4,4,3,,55,4,45,,,,,,,,,,,,,,,,,,,,,,,5,2,4
"00-0038618","Xavier Hutchinson",3,"WR","HOU","JAX",4.6,73,0,0,0,0,0,0,0,0,0,3,8.3333,3,16,9,0,3,16,36,60,25,9,4,2,2,30,,7,,29,26,"TH-0223",8.3333,0,0,3,,0,0,,,,,,,,,,,6,,6,10,0,5.76,5.6,6.22,6,,,,,,,,,,,,2,,1,,10,,6,,,,,,,,,,,,,,,,,,,,,,,1,,2
