Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable
Xavier Rhodes,XR-0100,Minnesota Vikings,ankle sprain,ankle,lower body,Low Severity,Week 14,2019,0,1,,
Xavier Rhodes,XR-0100,Minnesota Vikings,calf strain,calf,lower body,Low Severity,Week 15,2019,,,,
Xavier Rhodes,XR-0100,Minnesota Vikings,calf strain,calf,lower body,Low Severity,Week 15,2019,,,,
Xavier Su'a-Filo,XS-0100,Dallas Cowboys,fibula fracture & high ankle sprain,fibula,lower body,High Severity,Week 16,2019,1,1,Fibula Fracture Repair Surgery,6-8 weeks
Xavier Williams,XW-0100,Kansas City Chiefs,high ankle sprain,ankle,lower body,High Severity,Week 5,2019,11,11,,
Xavier Woods,XW-0200,Dallas Cowboys,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2019,1,1,,
Yodny Cajuste,YC-0050,New England Patriots,quadriceps tear,quad,lower body,High Severity,Preseason,2019,17,17,Quadriceps Repair Surgery,4-6 months
Yannick Ngakoue,YN-0100,Jacksonville Jaguars,hamstring strain,hamstring,lower body,Low Severity,Week 1,2019,2,2,,
Yosh Nijman,YN-0200,Green Bay Packers,elbow sprain,elbow,upper body,Low Severity,Week 16,2019,0,1,,
Yosh Nijman,YN-0200,Green Bay Packers,elbow sprain & triceps strain,elbow,upper body,Low Severity,Week 17,2019,2,2,,
Zach Allen,ZA-0150,Arizona Cardinals,neck strain,neck,upper body,High Severity,Week 4,2019,12,12,,
Zack Bailey,ZB-0025,Tampa Bay Buccaneers,foot fracture,foot,lower body,High Severity,Week 6,2019,11,11,,
Zach Ertz,ZE-0100,Philadelphia Eagles,hamstring strain,hamstring,lower body,Low Severity,Week 13,2019,0,1,,
Zach Ertz,ZE-0100,Philadelphia Eagles,kidney laceration,kidney,upper body,Low Severity,Week 16,2019,1,2,,
Zach Ertz,ZE-0100,Philadelphia Eagles,rib fractures & cartilage tears,rib,upper body,Low Severity,Week 16,2019,1,2,,
Zach Fulton,ZF-0300,Houston Texans,toe sprain,toe,lower body,Low Severity,Preseason,2019,0,0,,
Zach Fulton,ZF-0300,Houston Texans,back strain,back,upper body,Low Severity,Week 4,2019,0,1,,
Zach Line,ZL-0200,New Orleans Saints,knee sprain,knee,lower body,Medium Severity,Week 1,2019,5,9,,
Zack Martin,ZM-0050,Dallas Cowboys,ankle sprain,ankle,lower body,High Severity,Week 7,2019,0,6,Arthroscopic Ankle Surgery,2-4 months
Zack Martin,ZM-0050,Dallas Cowboys,back strain,back,upper body,Low Severity,Preseason,2019,0,10,,
Zack Martin,ZM-0050,Dallas Cowboys,elbow sprain,elbow,upper body,Low Severity,Week 11,2019,0,4,,
Zach Sieler,ZS-0062,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,0,2,,
Za'Darius Smith,ZS-0075,Green Bay Packers,knee sprain,knee,lower body,Low Severity,Week 3,2019,0,1,,
